id_mahasiswa;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status;skor_kartu;peringkat;asal_data;profil
MHS3079;1;1;1;9670;1;1;129.0;1;1;37;4;9;118.2;0;0;0;1;1;0;19;0;0;5;5;5;10.8;0;0;5;5;4;12.25;0;9.4;-0.8;-3.12;Graduate;621;C;data uji;Tidak dipanggil
MHS3080;1;44;1;9085;1;39;160.0;1;12;38;4;8;160.0;1;0;0;1;1;0;23;0;1;6;10;5;12.5;0;1;6;8;2;13.5;0;12.4;0.5;1.79;Dropout;617;C;data uji;Tidak dipanggil
MHS3081;1;39;1;9991;0;1;120.0;1;19;38;5;5;152.4;0;0;0;1;1;0;27;0;0;5;5;5;15.2;0;0;5;6;5;14.166666666666666;0;10.8;1.4;1.74;Graduate;604;C;data latih;Tidak dipanggil
MHS3082;1;1;6;9500;1;1;122.0;1;19;37;3;5;116.6;1;0;1;1;1;1;20;0;0;7;7;7;13.314285714285717;0;0;8;8;8;12.575;0;12.4;0.5;1.79;Graduate;693;B;data latih;Tidak dipanggil
MHS3083;1;18;1;9070;1;1;143.0;1;38;38;7;5;141.6;0;0;0;1;0;1;19;0;6;12;12;11;13.090909090909092;0;5;11;12;11;12.083333333333334;0;10.8;1.4;1.74;Graduate;707;A;data latih;Tidak dipanggil
MHS3084;1;1;1;9130;1;1;110.0;1;3;19;2;9;105.5;1;0;1;0;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout;450;E;data latih;Menghilang dari kelas
MHS3085;1;1;1;9070;1;1;124.0;1;37;19;9;3;116.3;1;0;0;1;0;0;20;0;0;6;8;5;12.2;0;0;6;6;6;11.5;0;16.2;0.3;-0.92;Graduate;641;C;data latih;Tidak dipanggil
MHS3086;2;7;1;9147;1;3;110.0;1;19;1;9;9;110.0;0;0;0;1;0;0;33;0;5;8;10;6;12.833333333333334;0;2;5;8;4;12.0;0;11.1;0.6;2.02;Enrolled;609;C;mahasiswa aktif;Tidak dipanggil
MHS3087;1;43;1;9991;0;1;130.0;1;37;37;9;9;119.5;1;0;0;1;0;0;22;0;9;15;17;15;11.2;0;9;14;15;14;12.428571428571429;0;7.6;2.6;0.32;Graduate;642;C;data latih;Tidak dipanggil
MHS3088;1;1;6;9147;1;1;139.0;1;19;12;4;4;125.0;1;0;0;1;0;0;18;0;0;5;8;3;12.333333333333334;0;0;5;7;4;12.0;0;7.6;2.6;0.32;Graduate;628;C;data latih;Tidak dipanggil
MHS3089;5;39;1;9500;1;3;140.0;1;37;38;9;9;160.0;0;0;0;1;0;0;27;0;0;8;8;7;15.94285714285714;0;0;8;8;7;15.94285714285714;0;12.7;3.7;-1.7;Graduate;671;B;data uji;Tidak dipanggil
MHS3090;1;39;1;9991;0;1;150.0;1;37;37;9;7;150.0;0;0;0;1;0;0;27;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;15.5;2.8;-4.06;Dropout;522;E;data uji;Menghilang dari kelas
MHS3091;1;1;1;9238;1;1;123.0;1;37;37;9;9;115.0;1;0;0;1;0;0;19;0;0;6;10;4;10.25;0;0;6;8;6;10.714285714285714;0;11.1;0.6;2.02;Graduate;625;C;data latih;Tidak dipanggil
MHS3092;1;17;1;9853;1;1;128.0;1;38;38;9;7;128.4;1;0;0;1;0;1;20;0;0;6;10;5;13.2;0;0;6;12;5;12.833333333333334;0;9.4;-0.8;-3.12;Enrolled;650;C;mahasiswa aktif;Tidak dipanggil
MHS3093;1;1;1;8014;0;1;100.0;1;38;19;6;10;112.8;0;0;0;1;0;1;23;0;0;6;6;6;14.166666666666666;0;0;6;6;6;12.5;0;12.7;3.7;-1.7;Graduate;707;A;data latih;Tidak dipanggil
MHS3094;1;43;1;9500;1;1;148.0;1;29;38;90;3;131.0;1;0;0;1;0;1;22;0;18;23;23;20;14.575;3;18;23;23;20;14.575;3;7.6;2.6;0.32;Graduate;709;A;data latih;Tidak dipanggil
MHS3095;1;17;2;9254;1;1;130.0;1;19;19;7;7;121.6;1;0;0;1;0;1;18;0;0;6;9;1;10.0;1;0;6;6;0;0.0;0;12.7;3.7;-1.7;Dropout;585;D;data latih;Menghilang dari kelas
MHS3096;1;1;4;9238;1;1;118.0;1;19;38;9;9;110.0;0;0;0;1;0;1;18;0;0;6;7;6;12.285714285714286;0;0;6;8;6;11.428571428571429;0;12.4;0.5;1.79;Graduate;694;B;data latih;Tidak dipanggil
MHS3097;1;39;1;8014;0;1;120.0;1;38;38;9;9;148.5;0;0;0;1;0;1;31;0;0;6;6;6;14.0;0;0;6;6;6;12.333333333333334;0;10.8;1.4;1.74;Graduate;683;B;data latih;Tidak dipanggil
MHS3098;1;17;4;9773;1;1;119.0;1;38;19;9;9;118.3;0;0;0;1;0;0;19;0;0;6;8;4;11.25;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout;590;D;data latih;Menghilang dari kelas
MHS3099;1;1;1;9238;1;1;138.0;1;37;37;9;9;135.9;1;0;0;1;0;0;19;0;0;6;11;5;11.6;0;0;6;11;6;11.666666666666666;0;7.6;2.6;0.32;Enrolled;640;C;mahasiswa aktif;Tidak dipanggil
MHS3100;1;17;1;8014;0;1;127.0;1;19;37;4;7;115.8;0;0;0;1;0;0;24;0;0;6;12;1;12.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;Dropout;561;D;data latih;Berjuang secara akademik
MHS3101;1;1;1;9500;1;1;134.0;1;38;19;3;10;121.2;0;0;0;1;0;0;19;0;0;7;10;7;13.47;0;0;8;8;8;13.32625;0;15.5;2.8;-4.06;Graduate;697;A;data uji;Tidak dipanggil
MHS3102;1;17;4;9147;1;1;133.0;1;1;1;4;5;136.2;1;0;0;1;0;0;19;0;0;5;6;5;12.4;0;0;5;5;5;12.8;0;7.6;2.6;0.32;Graduate;619;C;data latih;Tidak dipanggil
MHS3103;1;39;1;9670;1;1;133.1;1;37;37;9;9;100.2;1;0;0;0;0;0;26;0;0;6;9;3;11.75;0;0;6;11;4;11.5;3;16.2;0.3;-0.92;Dropout;484;E;data latih;Terhalang biaya
MHS3104;1;1;1;171;1;1;180.0;41;37;37;9;9;152.7;1;0;1;0;1;0;27;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Dropout;446;E;data latih;Terhalang biaya
MHS3105;1;17;4;9238;1;1;129.0;1;19;19;4;7;123.1;1;0;0;1;0;0;19;0;0;6;7;6;12.0;0;0;6;7;6;12.428571428571429;0;11.1;0.6;2.02;Graduate;676;B;data latih;Tidak dipanggil
MHS3106;2;39;1;9085;1;1;120.0;1;19;19;1;4;130.0;0;0;0;1;0;0;29;0;0;5;8;5;15.333333333333334;2;0;5;6;5;15.4;0;9.4;-0.8;-3.12;Dropout;611;C;data latih;Tidak dipanggil
MHS3107;1;1;6;9500;1;1;141.0;1;1;38;4;5;125.0;1;0;0;1;0;1;18;0;0;8;8;8;12.32;0;0;8;8;8;12.32;0;9.4;-0.8;-3.12;Graduate;720;A;data latih;Tidak dipanggil
MHS3108;1;1;1;9500;1;1;118.0;1;1;19;9;10;113.1;1;0;0;1;0;0;19;0;0;7;7;7;13.79857142857143;0;0;8;8;8;14.75625;0;11.1;0.6;2.02;Graduate;704;A;data latih;Tidak dipanggil
MHS3109;1;1;5;9773;1;1;127.0;1;38;1;4;5;121.1;1;0;0;1;0;0;18;0;0;6;6;6;13.166666666666666;0;0;6;6;6;12.5;0;15.5;2.8;-4.06;Enrolled;689;B;mahasiswa aktif;Tidak dipanggil
MHS3110;1;1;1;9147;1;1;177.0;1;1;38;3;9;162.3;0;0;0;1;0;1;18;0;0;5;6;5;16.333333333333332;0;0;5;5;5;15.4;0;15.5;2.8;-4.06;Graduate;672;B;data latih;Tidak dipanggil
MHS3111;1;42;1;171;1;1;132.0;1;1;1;1;4;132.0;1;0;0;1;0;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Dropout;551;D;data latih;Menghilang dari kelas
MHS3112;1;17;4;9500;1;1;133.0;1;4;4;4;4;130.7;1;0;0;1;0;0;19;0;0;7;7;7;14.757142857142856;0;0;8;9;8;15.366666666666667;0;12.4;0.5;1.79;Graduate;697;A;data latih;Tidak dipanggil
MHS3113;1;17;4;9254;1;1;124.0;1;1;1;4;4;122.3;1;0;0;1;0;0;19;0;0;6;7;6;11.666666666666666;0;0;6;6;6;12.333333333333334;0;13.9;-0.3;0.79;Dropout;667;B;data latih;Tidak dipanggil
MHS3114;1;1;1;9670;1;1;143.0;1;3;38;2;9;144.1;1;0;0;1;0;0;19;0;0;6;7;5;12.6;0;0;6;10;5;12.375;0;10.8;1.4;1.74;Enrolled;628;C;mahasiswa aktif;Tidak dipanggil
MHS3115;1;1;1;9773;1;1;128.0;1;1;19;9;7;118.2;0;0;0;1;0;0;19;0;0;6;6;6;11.666666666666666;0;0;6;6;6;11.5;0;12.7;3.7;-1.7;Graduate;650;C;data latih;Tidak dipanggil
MHS3116;1;1;1;9238;1;1;138.0;1;19;38;5;8;133.5;0;0;0;1;0;1;19;0;0;6;6;6;15.0;0;0;6;6;6;13.333333333333334;0;8.9;1.4;3.51;Graduate;729;A;data latih;Tidak dipanggil
MHS3117;1;1;5;9500;1;1;144.0;1;37;37;7;9;126.8;1;0;1;0;0;0;18;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;9.4;-0.8;-3.12;Dropout;470;E;data uji;Menghilang dari kelas
MHS3118;1;1;4;9773;1;1;122.0;1;19;19;9;7;121.0;1;0;0;1;0;0;20;0;0;6;7;6;13.571428571428571;0;0;6;6;6;13.333333333333334;0;13.9;-0.3;0.79;Graduate;690;B;data latih;Tidak dipanggil
MHS3119;1;17;1;9254;1;1;111.0;1;19;19;3;10;117.7;0;0;0;1;0;0;20;0;0;6;8;5;10.8;0;0;6;9;4;11.5;0;9.4;-0.8;-3.12;Graduate;585;D;data latih;Berjuang secara akademik
MHS3120;1;1;1;9085;1;1;133.1;1;38;37;1;1;115.0;1;0;0;1;0;0;21;0;0;5;8;3;11.333333333333334;1;0;5;8;3;13.333333333333334;0;12.7;3.7;-1.7;Enrolled;627;C;mahasiswa aktif;Tidak dipanggil
MHS3121;2;1;1;9991;0;2;120.0;1;37;37;6;3;129.2;0;0;0;1;0;0;31;0;4;10;16;5;11.4;0;4;10;10;6;12.833333333333334;0;9.4;-0.8;-3.12;Dropout;644;C;data latih;Tidak dipanggil
MHS3122;1;1;1;9556;1;1;135.0;1;37;38;7;9;125.8;0;0;0;1;0;1;20;0;0;7;14;7;10.642857142857142;0;0;8;8;8;11.55;0;12.7;3.7;-1.7;Graduate;669;B;data latih;Tidak dipanggil
MHS3123;1;17;5;9670;1;1;125.0;1;19;30;7;7;118.4;1;0;0;1;0;1;19;0;0;5;8;3;10.5;0;0;5;6;4;11.75;1;7.6;2.6;0.32;Enrolled;616;C;mahasiswa aktif;Tidak dipanggil
MHS3124;1;1;1;9500;1;1;147.0;1;38;38;9;9;142.0;1;0;0;1;0;0;18;0;0;7;7;6;14.65;0;0;7;7;6;14.65;0;7.6;2.6;0.32;Graduate;708;A;data uji;Tidak dipanggil
MHS3125;1;17;3;9500;1;1;137.0;1;19;37;7;7;126.7;1;0;0;1;0;1;19;0;0;7;7;7;13.714285714285714;0;0;8;11;8;14.863636363636363;0;16.2;0.3;-0.92;Graduate;724;A;data uji;Tidak dipanggil
MHS3126;1;43;1;9238;1;1;117.0;1;34;34;0;0;109.3;0;0;0;1;0;0;30;0;9;16;19;15;12.266666666666667;0;11;13;14;13;12.071428571428571;0;9.4;-0.8;-3.12;Graduate;662;B;data latih;Tidak dipanggil
MHS3127;1;17;1;9238;1;1;126.0;1;37;19;9;8;116.9;1;0;0;1;0;0;21;0;0;6;11;6;10.375;0;0;6;12;3;11.666666666666666;0;12.7;3.7;-1.7;Enrolled;610;C;mahasiswa aktif;Tidak dipanggil
MHS3128;1;18;1;9147;1;1;128.0;1;19;19;9;5;121.7;1;0;0;1;0;0;19;0;0;5;8;5;11.0;0;0;5;6;5;15.4;0;12.4;0.5;1.79;Graduate;620;C;data latih;Tidak dipanggil
MHS3129;1;1;6;9147;1;1;115.0;1;1;37;4;9;117.1;1;0;1;1;0;0;22;0;0;5;5;5;13.8;0;0;5;5;5;13.0;0;7.6;2.6;0.32;Graduate;599;C;data latih;Tidak dipanggil
MHS3130;1;1;1;9773;1;1;121.0;1;1;38;4;9;114.4;0;0;0;1;0;1;18;0;0;6;6;6;12.666666666666666;0;0;6;6;6;12.833333333333334;0;11.1;0.6;2.02;Graduate;720;A;data latih;Tidak dipanggil
MHS3131;1;17;1;9238;1;1;134.0;1;3;1;3;4;133.0;1;0;0;1;0;0;18;0;0;6;8;6;11.75;0;0;6;10;5;12.0;0;12.7;3.7;-1.7;Graduate;641;C;data uji;Tidak dipanggil
MHS3132;1;1;3;9500;1;1;126.0;1;38;38;9;8;118.8;1;0;0;1;0;1;19;0;0;8;8;7;12.785714285714286;0;0;8;8;7;12.785714285714286;0;12.7;3.7;-1.7;Graduate;718;A;data latih;Tidak dipanggil
MHS3133;1;1;1;9130;1;1;151.0;1;3;1;2;4;151.0;1;0;0;1;0;0;18;0;0;6;11;6;14.444444444444445;0;0;6;6;6;13.333333333333334;0;16.2;0.3;-0.92;Graduate;685;B;data uji;Tidak dipanggil
MHS3134;1;1;6;9500;1;1;122.0;1;1;1;4;4;119.6;1;0;0;1;0;0;21;0;0;7;8;6;13.25;0;0;8;8;8;13.8375;0;13.9;-0.3;0.79;Enrolled;700;A;mahasiswa aktif;Tidak dipanggil
MHS3135;1;17;1;9500;1;1;141.0;1;2;38;2;10;135.4;1;0;0;1;0;0;18;0;0;7;9;7;12.50625;0;0;8;15;5;13.2;0;13.9;-0.3;0.79;Enrolled;654;C;mahasiswa aktif;Tidak dipanggil
MHS3136;1;1;1;171;1;1;138.0;1;1;40;4;3;149.9;1;0;0;1;0;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;Graduate;558;D;data latih;Menghilang dari kelas
MHS3137;1;1;1;9085;1;1;133.0;1;38;37;9;7;120.1;1;0;0;1;0;0;18;0;0;5;8;4;12.75;1;0;5;10;4;11.75;0;12.7;3.7;-1.7;Graduate;606;C;data uji;Tidak dipanggil
MHS3138;1;39;1;9085;1;3;150.0;1;2;3;4;7;173.3;1;0;0;1;0;0;25;0;1;6;7;6;16.857142857142858;0;1;6;6;6;16.5;0;13.9;-0.3;0.79;Graduate;666;B;data latih;Tidak dipanggil
MHS3139;1;1;1;9773;1;1;136.0;1;19;19;4;3;126.2;0;0;0;1;0;0;19;0;0;6;6;6;13.166666666666666;0;0;6;6;6;15.0;0;16.2;0.3;-0.92;Graduate;697;A;data latih;Tidak dipanggil
MHS3140;1;1;1;9853;1;1;129.0;1;19;38;2;7;126.9;1;0;0;1;0;1;19;0;0;6;9;5;12.2;0;0;6;10;4;11.5;0;7.6;2.6;0.32;Enrolled;624;C;mahasiswa aktif;Tidak dipanggil
MHS3141;1;39;1;9085;1;1;128.0;1;19;1;9;10;157.4;1;0;0;1;0;0;26;0;0;6;7;6;16.5;0;0;6;8;6;14.285714285714286;0;8.9;1.4;3.51;Graduate;666;B;data latih;Tidak dipanggil
MHS3142;1;17;2;9147;1;1;131.0;1;1;19;4;5;120.2;1;0;0;1;0;0;21;0;0;5;10;4;11.75;0;0;5;6;5;11.6;0;12.4;0.5;1.79;Graduate;583;D;data latih;Berjuang secara akademik
MHS3143;1;1;1;9147;1;1;130.0;1;38;38;2;9;124.8;0;0;0;1;0;0;19;0;0;5;14;1;11.0;0;0;5;6;0;0.0;0;13.9;-0.3;0.79;Dropout;574;D;data latih;Berjuang secara akademik
MHS3144;1;17;1;9500;1;1;150.0;1;37;37;9;9;130.3;0;0;0;1;0;1;19;0;0;8;8;7;15.114285714285714;0;0;8;8;7;15.114285714285714;0;12.7;3.7;-1.7;Graduate;726;A;data uji;Tidak dipanggil
MHS3145;1;1;1;9238;1;1;165.0;1;37;38;9;8;152.4;1;0;0;1;0;1;18;0;0;6;8;6;15.5;0;0;6;7;6;14.285714285714286;0;16.2;0.3;-0.92;Graduate;736;A;data latih;Tidak dipanggil
MHS3146;2;43;1;9991;0;1;133.1;1;37;37;9;7;113.5;0;0;0;1;0;1;32;0;3;10;12;7;11.142857142857142;0;4;10;10;8;12.0;0;10.8;1.4;1.74;Graduate;669;B;data latih;Tidak dipanggil
MHS3147;1;1;1;9238;1;1;126.0;1;3;1;5;5;125.7;0;0;0;1;0;1;18;0;0;6;6;6;11.333333333333334;0;0;6;8;6;11.333333333333334;0;15.5;2.8;-4.06;Graduate;687;B;data latih;Tidak dipanggil
MHS3148;1;1;5;9500;1;1;101.0;1;1;1;3;4;102.4;0;0;0;1;0;0;20;0;0;7;9;5;12.04;0;0;7;9;6;11.77142857142857;0;12.4;0.5;1.79;Enrolled;646;C;mahasiswa aktif;Tidak dipanggil
MHS3149;1;17;3;9147;1;1;125.0;1;38;19;7;7;125.7;0;0;0;1;0;0;20;0;0;5;7;5;11.166666666666666;0;0;5;9;4;10.75;0;15.5;2.8;-4.06;Enrolled;583;D;mahasiswa aktif;Berjuang secara akademik
MHS3150;4;39;1;9670;1;1;100.0;1;37;37;4;10;120.0;0;0;1;1;0;1;39;0;0;5;6;5;10.6;0;0;5;7;4;10.75;0;9.4;-0.8;-3.12;Graduate;562;D;data latih;Berjuang secara akademik
MHS3151;1;1;1;9130;1;1;117.0;1;1;1;9;9;109.3;1;0;0;1;0;0;20;0;0;5;10;4;12.5;0;0;5;12;2;13.0;0;12.7;3.7;-1.7;Enrolled;623;C;mahasiswa aktif;Tidak dipanggil
MHS3152;1;1;1;171;1;1;159.0;1;3;1;4;4;162.2;1;0;1;0;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.4;0.5;1.79;Dropout;459;E;data latih;Menghilang dari kelas
MHS3153;1;17;1;9773;1;1;177.0;1;2;1;123;135;155.7;0;0;1;1;0;1;18;0;0;6;6;6;15.666666666666666;0;0;6;6;6;13.833333333333334;0;8.9;1.4;3.51;Graduate;697;A;data uji;Tidak dipanggil
MHS3154;1;1;1;171;1;1;156.0;1;3;3;2;2;147.7;1;0;0;1;0;0;21;0;6;12;12;12;15.333333333333334;0;4;11;15;11;15.0;0;8.9;1.4;3.51;Graduate;691;B;data latih;Tidak dipanggil
MHS3155;1;1;5;9500;1;1;125.0;1;1;1;3;8;115.6;1;0;0;1;0;0;18;0;0;7;9;6;12.183333333333332;0;0;7;9;6;11.783333333333331;0;16.2;0.3;-0.92;Enrolled;666;B;mahasiswa aktif;Tidak dipanggil
MHS3156;1;1;2;9147;1;1;130.0;1;37;37;9;9;117.8;0;0;0;1;0;0;18;0;0;5;8;2;10.0;0;0;5;9;3;11.333333333333334;0;7.6;2.6;0.32;Enrolled;579;D;mahasiswa aktif;Berjuang secara akademik
MHS3157;1;43;1;9003;1;1;125.0;1;1;38;4;7;125.0;1;0;0;1;0;0;21;0;9;14;23;9;12.0;2;6;12;21;8;11.25;0;15.5;2.8;-4.06;Graduate;627;C;data latih;Tidak dipanggil
MHS3158;1;1;1;9147;1;1;127.0;1;19;19;5;5;129.8;1;0;0;1;0;0;22;0;0;5;8;3;10.333333333333334;0;0;5;11;2;10.0;0;7.6;2.6;0.32;Dropout;566;D;data latih;Berjuang secara akademik
MHS3159;1;17;1;9254;1;1;121.0;1;1;1;4;4;123.1;1;0;0;1;1;0;21;0;0;6;11;6;11.166666666666666;0;0;6;14;3;14.666666666666666;0;7.6;2.6;0.32;Enrolled;638;C;mahasiswa aktif;Tidak dipanggil
MHS3160;1;43;1;9070;1;1;135.0;1;19;19;9;9;122.8;1;0;0;1;1;1;20;0;0;6;8;3;11.0;0;0;6;8;2;11.333333333333334;0;10.8;1.4;1.74;Enrolled;613;C;mahasiswa aktif;Tidak dipanggil
MHS3161;1;1;2;171;1;1;125.0;1;38;19;9;9;117.3;1;0;0;1;1;1;21;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Graduate;587;D;data latih;Menghilang dari kelas
MHS3162;1;1;1;9254;1;1;138.0;41;1;1;9;9;126.5;1;0;0;1;0;1;20;1;0;6;7;6;12.857142857142858;0;0;6;8;5;11.8;0;8.9;1.4;3.51;Graduate;647;C;data latih;Tidak dipanggil
MHS3163;1;1;4;9500;1;1;136.0;1;19;38;9;9;123.0;1;0;0;1;0;0;19;0;0;8;8;7;14.328571428571427;0;0;8;8;7;14.328571428571427;0;10.8;1.4;1.74;Graduate;704;A;data latih;Tidak dipanggil
MHS3164;1;1;1;9238;1;1;142.0;1;1;38;5;7;127.7;0;0;0;1;0;1;20;0;0;6;7;6;15.0;0;0;6;6;6;16.333333333333332;0;13.9;-0.3;0.79;Graduate;732;A;data latih;Tidak dipanggil
MHS3165;1;1;1;9085;1;1;129.0;1;19;37;9;9;117.5;1;0;0;1;0;0;19;0;0;5;9;5;13.6;1;0;5;5;5;12.4;0;12.7;3.7;-1.7;Graduate;634;C;data latih;Tidak dipanggil
MHS3166;1;1;1;9085;1;1;134.0;1;1;1;2;7;128.4;1;0;0;1;0;1;18;0;0;5;12;5;12.857142857142858;2;0;5;8;4;13.25;0;9.4;-0.8;-3.12;Graduate;670;B;data latih;Tidak dipanggil
MHS3167;1;17;2;9853;1;1;123.0;1;3;1;2;3;124.1;1;0;0;1;0;0;18;0;0;6;7;2;14.5;0;0;6;6;1;10.0;0;15.5;2.8;-4.06;Dropout;595;D;data latih;Berjuang secara akademik
MHS3168;1;39;1;9991;0;1;150.0;1;19;38;9;8;140.9;0;1;0;1;0;0;24;0;0;5;7;3;10.666666666666666;0;0;5;7;3;10.5;0;10.8;1.4;1.74;Dropout;555;D;data latih;Berjuang secara akademik
MHS3169;1;1;1;9254;1;1;129.0;1;1;1;4;2;126.2;0;0;1;0;0;1;21;0;0;6;7;6;13.428571428571429;0;0;6;8;6;11.333333333333334;0;8.9;1.4;3.51;Dropout;581;D;data latih;Terhalang biaya
MHS3170;1;1;3;9500;1;1;134.0;1;1;37;8;7;120.5;1;0;0;1;1;1;18;0;0;7;12;7;11.716666666666663;0;0;8;13;4;10.868;0;15.5;2.8;-4.06;Graduate;651;C;data latih;Tidak dipanggil
MHS3171;1;17;1;9147;1;1;127.0;1;1;37;4;8;121.1;1;0;0;1;1;1;20;0;0;5;11;4;12.0;0;0;5;5;5;12.8;0;11.1;0.6;2.02;Graduate;639;C;data latih;Tidak dipanggil
MHS3172;1;18;2;9853;1;1;123.0;1;1;3;9;2;123.7;1;0;1;0;0;0;20;0;0;6;11;5;13.2;0;0;6;8;4;10.75;0;10.8;1.4;1.74;Dropout;484;E;data latih;Terhalang biaya
MHS3173;1;17;3;9254;1;1;127.0;1;12;38;5;7;116.9;1;0;1;1;0;0;18;0;0;6;7;5;12.2;0;0;6;10;4;12.25;0;12.4;0.5;1.79;Dropout;597;D;data latih;Berjuang secara akademik
MHS3174;1;39;1;9556;1;1;133.1;1;38;19;9;6;100.0;1;0;0;1;0;1;25;0;0;7;11;5;12.58;0;0;7;9;6;12.157142857142857;0;8.9;1.4;3.51;Graduate;658;B;data latih;Tidak dipanggil
MHS3175;1;17;5;9238;1;1;131.0;1;19;37;5;7;120.2;1;0;0;1;0;1;19;0;0;6;9;5;11.333333333333334;0;0;6;6;6;10.833333333333334;0;13.9;-0.3;0.79;Enrolled;662;B;mahasiswa aktif;Tidak dipanggil
MHS3176;2;39;1;33;1;1;120.0;1;38;1;9;5;153.8;0;0;1;1;1;0;35;0;0;7;9;0;0.0;0;0;7;8;0;0.0;0;11.1;0.6;2.02;Dropout;497;E;data latih;Terhalang biaya
MHS3177;1;1;4;9500;1;1;133.0;1;19;19;9;5;120.1;1;0;0;1;0;1;19;0;0;7;9;6;12.428571428571429;0;0;8;8;8;14.0;0;13.9;-0.3;0.79;Graduate;728;A;data uji;Tidak dipanggil
MHS3178;1;1;1;9670;1;1;133.0;1;38;38;9;9;128.1;1;0;0;1;1;1;18;0;0;6;6;6;13.0;0;0;6;6;6;13.0;0;13.9;-0.3;0.79;Dropout;720;A;data uji;Tidak dipanggil
MHS3179;1;1;1;9500;1;1;143.0;1;3;19;3;10;126.8;0;0;0;1;1;0;19;0;0;8;8;7;14.535714285714286;0;0;8;8;7;14.535714285714286;0;10.8;1.4;1.74;Graduate;704;A;data uji;Tidak dipanggil
MHS3180;1;43;1;9500;1;1;140.0;1;19;38;9;7;125.7;1;0;0;1;1;1;19;0;0;7;8;5;11.2;0;0;7;8;5;11.2;0;7.6;2.6;0.32;Enrolled;620;C;mahasiswa aktif;Tidak dipanggil
MHS3181;1;17;1;9070;1;1;157.0;1;3;3;3;3;146.2;0;0;0;1;1;0;18;0;0;6;6;6;16.0;0;0;6;6;6;13.666666666666666;0;12.4;0.5;1.79;Graduate;691;B;data latih;Tidak dipanggil
MHS3182;1;39;1;9130;1;19;133.1;1;19;3;9;2;140.0;1;0;1;1;1;0;24;0;0;6;13;5;13.142857142857142;0;0;6;15;3;12.666666666666666;0;16.2;0.3;-0.92;Dropout;564;D;data latih;Berjuang secara akademik
MHS3183;1;43;1;8014;0;1;145.0;6;34;34;0;0;134.5;1;0;0;1;1;0;25;1;8;14;23;11;11.6875;0;6;10;20;8;11.142857142857142;0;9.4;-0.8;-3.12;Graduate;624;C;data latih;Tidak dipanggil
MHS3184;1;39;1;9119;1;1;130.0;1;37;3;9;3;137.0;1;0;0;1;1;0;28;0;0;5;11;4;10.5;0;0;5;12;4;11.0;4;7.6;2.6;0.32;Enrolled;543;E;mahasiswa aktif;Berjuang secara akademik
MHS3185;1;1;1;9085;1;1;111.0;1;1;38;5;9;107.5;0;0;0;1;1;1;19;0;0;6;9;6;13.833333333333334;0;0;6;12;5;13.666666666666666;0;11.1;0.6;2.02;Graduate;686;B;data latih;Tidak dipanggil
MHS3186;1;17;2;9119;1;1;116.0;1;19;1;9;7;112.2;0;0;0;1;1;0;19;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;16.2;0.3;-0.92;Dropout;536;E;data latih;Menghilang dari kelas
MHS3187;1;39;1;9130;1;10;133.1;1;12;36;90;90;128.2;0;0;0;0;1;1;30;0;0;5;13;0;0.0;3;0;5;5;0;0.0;5;9.4;-0.8;-3.12;Dropout;470;E;data latih;Berjuang secara akademik
MHS3188;1;1;1;9500;1;1;135.0;1;19;19;4;5;126.8;1;0;0;1;1;0;19;0;0;7;9;0;0.0;0;0;7;8;0;0.0;0;15.5;2.8;-4.06;Dropout;571;D;data latih;Menghilang dari kelas
MHS3189;1;17;1;9147;1;1;145.0;1;19;38;4;4;132.1;1;0;0;1;1;0;21;0;0;5;10;1;10.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;Dropout;550;D;data latih;Berjuang secara akademik
MHS3190;1;1;1;171;1;1;118.0;1;37;37;3;5;110.0;0;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Dropout;560;D;data latih;Menghilang dari kelas
